lesson_id,module_id,num,title,subtitle,image
292,20,11,Sortir du tilt en session,"Tu tiltes — que faire maintenant ? Les techniques immédiates pour interrompre un épisode de tilt en cours de session : pause, respiration, reset cognitif. Des outils concrets pour revenir à un état de jeu stable.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L11.webp
293,20,12,Prévenir le tilt,"La meilleure gestion du tilt, c'est l'anticipation. Conditions physiques, état mental avant la session, gestion des attentes — les leviers préventifs qui réduisent la fréquence et l'intensité des épisodes de tilt.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L12.webp
294,20,13,Erreurs courantes sur le tilt,"Nier le tilt, minimiser son impact, croire qu'on peut jouer 'à travers' — les erreurs les plus fréquentes dans la façon dont les joueurs gèrent leur tilt et ce qu'il faut faire à la place.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L13.webp
295,20,14,Synthèse tilt,"Le tilt est inévitable — le gérer est une compétence. Reviens sur les différentes formes, les signaux et les outils de ce module pour construire ta propre stratégie anti-tilt personnalisée.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L14.webp
296,21,1,Identifier ses émotions à table,"Avant de gérer une émotion, il faut la nommer. Apprends à développer la conscience émotionnelle en jeu — un méta-skill qui te permet d'observer ce que tu ressens sans en être prisonnier.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L01.webp
297,21,2,Peur de bust,"La peur de perdre ses jetons peut paralyser. Elle pousse à sur-folder, à éviter les spots favorables, à jouer pour durer plutôt que pour gagner. Comment désamorcer la peur de bust et retrouver un jeu libéré.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L02.webp
298,21,3,Excitation excessive,"Un gros pot, une main premium, un run positif — l'excitation peut être aussi problématique que la peur. Comment rester ancré quand l'adrénaline monte et éviter que l'euphorie ne dégrade la qualité de tes décisions.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L03.webp
299,21,4,Stress et pression,"Bulle, final table, enjeux financiers importants — le stress monte. Les techniques de régulation du stress applicables en jeu : respiration, ancrage, recentrage sur le processus plutôt que sur l'enjeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L04.webp
300,21,5,Gérer l’attente et l’ennui,"Des heures de fold, des tables inactives, le rythme lent du live — l'ennui est une forme de stress qui pousse à jouer des mains qu'on sait mauvaises. Comment maintenir sa concentration sans stimulation constante.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L05.webp
301,21,6,Relation à l’argent,"Pour certains joueurs, l'argent en jeu crée une charge émotionnelle qui perturbe chaque décision. Comment développer une relation plus saine avec les sommes en jeu — les traiter comme des chips, pas comme des billets.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L06.webp
302,21,7,Émotions en table finale,"La table finale concentre tous les enjeux : argent, ego, fatigue, pression des adversaires. Un module dédié à la gestion émotionnelle dans cet environnement unique où les décisions valent le plus.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L07.webp
303,21,8,Régulation émotionnelle simple,"Trois techniques concrètes et applicables à la table : la respiration consciente, le recadrage cognitif et l'ancrage sur le processus. Des outils simples mais puissants pour réguler ses émotions sans sortir de sa chaise.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L08%20(2).webp
304,21,9,Mental en heads-up,"Le heads-up crée une relation psychologique intense avec un seul adversaire. Pression maximale, dynamique personnelle, adaptation rapide — comment maintenir son équilibre émotionnel dans ce format à haute densité.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L09.webp
305,21,10,Synthèse émotionnelle,Les émotions ne sont pas l'ennemi — c'est leur gestion qui fait la différence. Reviens sur les outils de ce module et commence à construire ton propre vocabulaire émotionnel pour mieux jouer sous pression.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM3-L10.webp
306,22,1,Décider sous pression,"Sous pression, le cerveau cherche des raccourcis. Comment maintenir la qualité de ses décisions quand les enjeux sont élevés, le temps limité et les émotions intenses — les mécanismes de la décision sous stress.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L01.webp
307,22,2,Clarté mentale,"La clarté mentale, c'est l'état dans lequel chaque décision est prise avec lucidité, sans bruit émotionnel ni fatigue cognitive. Comment la cultiver, la maintenir en session et la retrouver quand elle disparaît.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L02.webp
308,22,3,Fatigue décisionnelle,"Après des heures de jeu, la qualité des décisions baisse mécaniquement. La fatigue décisionnelle est réelle et mesurable — comment la reconnaître, la prévenir et décider quand arrêter pour protéger son jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L03.webp
309,22,4,Focus et attention,"Le focus n'est pas binaire — il fluctue. Comment entraîner son attention, revenir au présent après une distraction et maintenir un niveau de concentration élevé sur de longues sessions de tournoi.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L04.webp
310,22,5,Routine mentale en session,"Les meilleurs joueurs ont des rituels en jeu. Respiration entre les mains, réinitialisation après un pot difficile, gestion des breaks — les micro-routines qui maintiennent un état mental optimal tout au long d'une session.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L05.webp
311,22,6,Bankroll et sécurité mentale,"Un bankroll bien géré, c'est un mental libéré. Quand tu joues sans te permettre de perdre, chaque décision est biaisée par la peur. Le lien direct entre la gestion financière et la qualité du jeu mental.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L06.webp
312,22,7,Confiance saine,"La confiance saine se distingue de l'arrogance : elle est ancrée dans le travail, pas dans les résultats. Comment construire et maintenir une confiance authentique qui résiste aux mauvaises séries.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L07.webp
313,22,8,Mental en deep run,"Un deep run prolongé — fatigue, enjeux croissants, pression du résultat qui approche. Comment gérer mentalement les longues sessions de tournoi sans laisser l'accumulation de stress dégrader tes décisions aux moments clés.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L08.webp
314,22,9,Rester A-game,"Le A-game, c'est ton meilleur niveau de jeu. Comment identifier quand tu n'y es plus, quels sont les indicateurs d'un jeu dégradé et les ajustements immédiats pour remonter au niveau qu'on sait avoir.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L09.webp
315,22,10,Synthèse performance,La performance mentale se construit comme la stratégie : avec méthode et régularité. Reviens sur les outils de ce module pour construire une routine de performance qui soutient ton meilleur jeu à chaque session.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM4-L10.webp
316,23,1,Le mental ne se travaille pas qu’en jeu,"Croire que le mental se développe uniquement à la table, c'est comme croire qu'un sportif s'améliore seulement en compétition. Le vrai travail mental se fait entre les sessions — voici pourquoi et comment.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L01.webp
317,23,2,Journal mental,"Écrire sur ses sessions, ses émotions et ses décisions crée une distance réflexive précieuse. Comment tenir un journal mental efficace — pas un journal de résultats, mais un outil d'introspection qui accélère la progression.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L02.webp
318,23,3,Review mentale des sessions,"Au-delà des mains, reviewer ses états émotionnels. Quand as-tu tilté ? Quand étais-tu en A-game ? La review mentale complète la review stratégique pour une vision complète de ce qui s'est passé en session.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L03.webp
319,23,4,Objectifs process vs résultats,"Se fixer des objectifs de résultats crée de l'anxiété et de la frustration. Les objectifs process — jouer sans tilt, respecter son stop-loss, maintenir son focus — construisent des habitudes durables et une progression réelle.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L04.webp
320,23,5,Construire une routine pré-session,"Comment tu arrives à la table conditionne comment tu y joues. Une routine pré-session solide prépare le mental, réduit les biais de l'état du moment et installe les conditions d'un jeu lucide dès la première main.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L05.webp
321,23,6,Routine post-session,"La session se termine — mais le travail mental continue. Décompression, documentation des émotions, identification des déclencheurs — les habitudes post-session qui transforment chaque session en leçon.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L06.webp
322,23,7,Visualisation au poker,"Les athlètes de haut niveau visualisent leurs performances avant de les vivre. Comment appliquer la visualisation au poker : préparer mentalement des spots difficiles, se voir jouer son A-game, gérer les scénarios de pression.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L07.webp
323,23,8,Discipline quotidienne,"La discipline ne s'invoque pas — elle se construit par des habitudes répétées. Comment créer des rituels quotidiens qui renforcent ton équilibre mental, ta rigueur et ta capacité à performer de façon consistante.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L08.webp
324,23,9,Hygiène de vie & mental,"Sommeil, alimentation, mouvement, temps hors écran — les bases physiologiques ont un impact direct sur la qualité du mental. Les habitudes de vie qui soutiennent la performance cognitive et la résistance au tilt.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L09.webp
325,23,10,Synthèse hors-table,Le travail off-table est le multiplicateur de tout le reste. Reviens sur les outils de ce module et construis ta propre routine de développement mental — la pratique régulière qui fait la différence sur le long terme.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM5-L10.webp
326,24,1,Comprendre les downswings,"Un downswing, ce n'est pas forcément jouer mal — c'est la variance qui s'exprime négativement. Comprends les mécanismes statistiques des séries négatives pour cesser de les interpréter comme des signaux d'alarme systématiques.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L01.webp
327,24,2,Réaction mentale face à la variance,"Intellectuellement on accepte la variance, émotionnellement on la supporte mal. Comment développer une relation plus sereine avec l'aléatoire — pas dans le déni, mais dans une acceptation active et éclairée.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L02.webp
328,24,3,Doute et remise en question,Un downswing prolongé génère inévitablement le doute : est-ce que je joue bien ? Suis-je au bon niveau ? Comment distinguer la remise en question saine et productive de la spirale de doute destructrice.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L03.webp
329,24,4,Éviter les spirales négatives,Un bad beat → tilt → mauvaise décision → nouvelle perte → plus de tilt. La spirale négative s'emballe vite. Comment identifier les premiers signes et interrompre le cycle avant qu'il prenne de l'ampleur.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L04.webp
330,24,5,Rester rationnel en période difficile,"En downswing, tout pousse à dévier de son jeu : jouer plus gros pour récupérer, changer de stratégie sans raison, arrêter d'étudier. Comment maintenir ses routines et sa rigueur quand les résultats ne suivent pas.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L05.webp
331,24,6,Adapter son volume,"En période difficile, jouer plus pour récupérer est une erreur classique. Comment ajuster intelligemment son volume selon son état mental — parfois moins jouer est la décision qui protège le plus d'EV sur le long terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L06.webp
332,24,7,Reconstruire la confiance,"Après un downswing, la confiance est souvent ébranlée même si le jeu est solide. Les étapes concrètes pour reconstruire une confiance stable — pas à coups de résultats, mais à coups de travail et de perspectives claires.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L07.webp
333,24,8,Quand faire une pause,"Reconnaître que continuer à jouer est contre-productif et avoir le courage de s'arrêter — c'est une force, pas une faiblesse. Les signaux qui indiquent qu'une pause s'impose et comment la structurer pour en tirer le maximum.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L08.webp
334,24,9,Revenir après un downswing,"La reprise après un downswing est un moment délicat. Comment revenir progressivement, recalibrer ses attentes, retrouver son rythme et rejouer avec la même liberté qu'avant la mauvaise série.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L09.webp
335,24,10,Synthèse résilience,La résilience n'est pas l'absence de souffrance — c'est la capacité à traverser et rebondir. Reviens sur les outils de ce module pour construire ta propre boîte à outils face aux inévitables périodes difficiles.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM6-L10.webp
336,25,1,Mental des joueurs gagnants,"Qu'est-ce qui différencie mentalement les joueurs qui gagnent sur le long terme ? Non pas l'absence d'émotions, mais une relation particulière à la décision, à l'erreur et à la progression — les patterns mentaux des meilleurs.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L01.webp
337,25,2,Discipline sur le long terme,"La discipline de court terme est facile. C'est la discipline qui tient sur des mois et des années — face aux downswings, à la routine, à la tentation — qui forge les vrais joueurs. Comment la construire durablement.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L02.webp
338,25,3,Gérer succès et ego,"Un run positif peut être aussi dangereux qu'un downswing. Sur-confiance, prises de risques injustifiées, mépris des adversaires — comment rester ancré et humble quand tout semble facile.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L03.webp
339,25,4,Comparaison et réseaux,"Twitter, forums, streams — la comparaison permanente avec les autres joueurs crée de l'anxiété et des distorsions. Comment utiliser les réseaux comme outil d'apprentissage sans laisser la comparaison ronger ta confiance.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L04.webp
340,25,5,Mental en montée de limites,"Passer à un niveau supérieur, c'est affronter de nouveaux défis mentaux : adversaires plus forts, enjeux plus élevés, doute sur sa légitimité. Comment aborder une montée de limite avec la bonne préparation psychologique.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L05.webp
341,25,6,Identité du joueur,"Comment tu te définis en tant que joueur influence directement tes décisions. Construire une identité de joueur saine — ni trop fusionnée avec les résultats, ni trop détachée pour rester motivé — le juste équilibre.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L06.webp
342,25,7,Poker et sens personnel,"Pourquoi joues-tu au poker ? La réponse à cette question est le moteur profond de ta motivation. Clarifier son rapport au jeu — passion, défi, revenu, compétition — pour maintenir un engagement authentique sur la durée.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L07.webp
343,25,8,Prévenir le burn-out,"Le burn-out du joueur est réel — et souvent ignoré jusqu'à ce qu'il soit trop tard. Les signes précurseurs, les facteurs de risque et les pratiques préventives pour durer sans se consumer dans le grind.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L08.webp
344,25,9,Poker et équilibre de vie,"Le poker ne devrait pas être toute ta vie — même si tu en vis. Comment maintenir des relations, des activités, une identité hors du jeu qui nourrissent ta performance plutôt qu'ils ne la concurrencent.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L09.webp
345,25,10,Synthèse longévité,"La longévité au poker est une compétence à part entière. Reviens sur l'ensemble du parcours mental de ce module et construis ta vision à long terme — un joueur qui dure, qui progresse et qui joue pour les bonnes raisons.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM7-L10%20(2).webp
346,26,1,Pourquoi utiliser des statistiques,"Les stats transforment les impressions en certitudes. Plutôt que de se fier à la mémoire ou à l'instinct pour juger un adversaire, les statistiques donnent une base objective — et une base objective, ça change des décisions.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST1-L01.webp
347,26,2,Stats ≠ vérité absolue,Une stat à 500 mains dit quelque chose. Une stat à 12 mains ne dit rien. Comprends les limites inhérentes aux statistiques au poker pour ne pas les sur-interpréter et prendre de mauvaises décisions sur des échantillons insuffisants.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST1-L02.webp
348,26,3,Sample size,Combien de mains faut-il pour qu'une stat soit fiable ? Les seuils de significativité pour les principales métriques — et pourquoi certaines stats demandent des milliers de mains avant de refléter la réalité du jeu adverse.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST1-L03.webp
349,26,4,Variance et stats,La variance distord les statistiques sur le court terme. Un joueur peut avoir un WTSD élevé sur 200 mains par chance pure. Comment lire ses propres stats et celles des adversaires en tenant compte du bruit statistique inévitable.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST1-L04.webp
350,26,5,Statistiques en MTT vs cash-game,"Les métriques du cash-game ne se lisent pas de la même façon en MTT. Dynamiques de stack différentes, pression ICM, phases de tournoi — comment adapter l'interprétation des stats selon le format joué.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST1-L05.webp
351,26,6,Erreurs fréquentes avec les stats,"Conclure trop vite sur un petit échantillon, ignorer le contexte, confondre corrélation et causalité — les erreurs d'interprétation statistique les plus répandues et comment les éviter pour tirer de vraies informations de ses données.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST1-L06.webp
352,27,1,VPIP & PFR,"VPIP mesure la fréquence d'entrée dans un pot, PFR la fréquence de relance préflop. Le duo de base qui donne immédiatement le profil général d'un adversaire — serré, loose, passif ou agressif — en quelques mains.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L01.webp
353,27,2,Gap VPIP/PFR,L'écart entre VPIP et PFR révèle la fréquence de cold call. Un gap large signale un joueur passif qui entre souvent sans initiative. Comment utiliser cette information pour ajuster ton jeu postflop face à lui.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L02.webp
354,27,3,3-bet & fold to 3-bet,"Le taux de 3-bet dit si un joueur relance peu ou beaucoup préflop. Le fold to 3-bet dit s'il résiste ou cède. Combinées, ces deux stats ouvrent — ou ferment — des fenêtres d'exploitation directement exploitables.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L03.webp
355,27,4,C-bet flop / turn,La fréquence de continuation bet révèle si un joueur mise mécaniquement ou avec sélection. C-bet flop élevé et turn faible signale souvent un joueur qui abandonne facilement — un signal pour le check-raise ou la résistance.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L04.webp
356,27,5,Fold to c-bet,"Un fold to c-bet élevé, c'est de l'argent gratuit disponible. Un fold to c-bet bas, c'est un appel à la valeur et au semi-bluff. Comment intégrer cette stat dans ta décision de miser ou non en continuation.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L05.webp
357,27,6,Aggression Factor (AF),"L'AF mesure le rapport entre les actions agressives et passives. Un AF élevé signale un joueur qui mise et relance fréquemment, un AF bas un joueur qui call plutôt qu'il ne relance. Un indicateur rapide de la dynamique postflop adverse.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L06.webp
358,27,7,WTSD & W$SD,"WTSD mesure la fréquence d'aller à l'abattage, W$SD la fréquence de gagner quand on y va. Combinées, elles révèlent si un adversaire est trop call-y ou trop bluffeur — deux failles opposées à exploiter différemment.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L07.webp
359,27,8,Statistiques de steal,"Taux de steal depuis le BTN, CO et SB, et résistance adverse depuis les blindes. Ces stats sont le cœur du jeu de fin de table en MTT — elles guident les décisions de steal et de resteal en temps réel.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L08.webp
360,27,9,Stats ICM & short-stack,"En MTT, les stats de jam/fold, push frequency et call range courte permettent d'évaluer la gestion de stack des adversaires. Repérer qui jam trop large ou call trop tight — des exploitations directes à courte profondeur.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L09.webp
361,27,10,Lire un HUD rapidement,"Un HUD saturé d'informations devient du bruit. Comment développer une lecture rapide et efficace du HUD : quelles stats regarder en premier, dans quel ordre, et comment prendre une décision en quelques secondes sans perdre le fil.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST2-L10.webp
362,28,1,Adapter ses sizings avec les stats,Un fold to c-bet élevé justifie un petit sizing. Un call station demande une value bet plus grosse. Comment les stats adverses influencent directement le sizing optimal de chaque mise pour maximiser l'exploitation.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST3-L01.webp
363,28,2,Bluffer avec les stats,"Les stats identifient les cibles à bluffer. Fold to 3-bet élevé, fold to turn bet fréquent, WTSD bas — comment transformer ces informations en décisions de bluff fondées plutôt qu'en paris sur l'instinct.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST3-L02.webp
364,28,3,Value bet exploitant,"Un WTSD élevé, c'est un signal clair : value bet plus large, plus souvent, avec une range plus large. Comment calibrer ses value bets en fonction du profil statistique adverse pour extraire le maximum sans tenter de bluffer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST3-L03.webp
365,28,4,Défendre avec les stats,"Les stats adverses guident aussi la défense. Face à un 3-bet élevé, défends plus. Face à un AF postflop faible, résiste plus aux mises. Comment utiliser les stats non seulement pour attaquer mais pour savoir quand tenir.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST3-L04.webp
366,28,5,Utiliser les stats sans se bloquer,"Le HUD ne doit pas paralyser la décision. Comment développer un processus fluide d'intégration des stats — regarder, interpréter, décider — sans passer ses mains à fixer des chiffres au lieu de jouer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST3-L05.webp
367,28,6,Prioriser l’info,"Toutes les stats ne sont pas également utiles à chaque spot. Comment hiérarchiser l'information disponible : quelle stat est la plus pertinente maintenant, dans cette situation précise, face à cet adversaire spécifique.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST3-L06.webp
368,29,1,Stats vs notes manuelles,"Les stats donnent des fréquences, les notes racontent des histoires. Comprends la complémentarité entre les deux outils : quand les stats suffisent, quand une note contextuelle apporte ce que les chiffres ne peuvent pas dire.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST4-L01.webp
369,29,2,Identifier les tendances population,Certaines erreurs sont universelles à un niveau ou un format. Comment analyser les stats agrégées d'une population pour identifier les patterns exploitables globalement — au-delà du profil individuel de chaque adversaire.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST4-L02.webp
370,29,3,Ajuster son jeu au field,Le field d'un $5 MTT n'est pas celui d'un $100. Comment utiliser les stats de population pour adapter ses lignes générales au contexte du tournoi — sans avoir besoin de données sur chaque joueur en particulier.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST4-L03.webp
371,29,4,Stats live vs online,"Les stats online sont mesurées, les stats live sont estimées. Comment transposer une logique statistique au live — fréquences observées, tendances déduites, notes prises à la volée — pour maintenir une approche analytique sans HUD.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST4-L04.webp
372,29,5,Erreurs de population courantes,"Over-fold à la bulle, call too wide en position, check-call systématique en BB — les erreurs les plus répandues selon le niveau et le format. Les patterns que la majorité répète et que tu peux systématiquement exploiter.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST4-L05.webp
373,29,6,Quand ignorer les stats,"Parfois, le contexte écrase la stat. Un joueur avec un fold to c-bet de 60% peut défendre ses blindes comme un lion si tu l'as bluffé trois fois de suite. Quand et pourquoi mettre les chiffres de côté pour s'appuyer sur la lecture en direct.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST4-L06.webp
374,30,1,Lire sans chiffres,"Sur les sites sans HUD ou en live, les stats n'existent pas sur écran — mais elles existent dans le comportement. Comment observer, mémoriser et analyser les fréquences adverses sans outil extérieur.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST5-L01.webp
375,30,2,Fréquences implicites,"En l'absence de données, les fréquences s'estiment par le raisonnement. Comment évaluer la loose/tight d'un adversaire, son agressivité postflop et ses tendances de bluff à partir de ses seules actions observées.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST5-L02.webp
376,30,3,Estimer ranges sans HUD,"Sans HUD, la range adverse se construit à la main. Comment utiliser la position, le sizing, le timing et l'historique récent pour construire une range estimée aussi précise que possible sans aucune donnée chiffrée.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST5-L03.webp
377,30,4,Live poker & absence de stats,"Le live amplifie l'importance de l'observation directe. Timing tells, sizing patterns, comportement physique — comment compenser l'absence totale de stats par une attention maximale aux informations disponibles à la table.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST5-L04.webp
378,30,5,Ne pas dépendre des chiffres,Un joueur trop dépendant de son HUD est vulnérable dès qu'il en est privé. Comment développer une autonomie de lecture qui fonctionne avec ou sans données statistiques — pour un jeu solide dans tous les contextes.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST5-L05.webp
379,31,1,"Les stats comme outil, pas comme béquille","Les stats sont un outil d'aide à la décision, pas un algorithme à appliquer mécaniquement. Comment les intégrer dans une réflexion globale qui reste centrée sur le jugement, le contexte et la lecture en temps réel.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST6-L01.webp
380,31,2,Construire son HUD minimal,"Un bon HUD n'est pas le plus complet — c'est le plus utile. Comment sélectionner les 6 à 10 stats vraiment actionnables pour ton format, les disposer intelligemment et créer un affichage qui accélère tes décisions sans te surcharger.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST6-L02.webp
381,31,3,Éviter l’overfitting,"Trop de données tuent la décision. L'overfitting, c'est adapter son jeu à des statistiques trop précises sur un trop petit échantillon — et jouer contre une image construite sur du bruit. Comment garder la bonne distance.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST6-L03.webp
382,31,4,Stats et mental,"Les stats peuvent nourrir le tilt. Un VPIP adverse de 70% qui bat ton top pair, et tu pestes que 'la stat dit qu'il devrait folder'. Comment utiliser les données sans laisser les attentes statistiques polluer ton équilibre mental.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/statistiques/ST6-L04.webp
